sex,recency,history,mens_product_purchase,womens_product_purchase,area_classification,newbie,channel,segment,visit,conversion,spend
男性,6,21995,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,7,10783,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,2,24930,1,1,都会,0,スマートフォン,送付なし,0,0,0
男性,12,10150,1,0,地方,0,ウェブ,送付なし,0,0,0
男性,4,10929,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,11277,1,0,地方,1,スマートフォン,送付あり,0,0,0
女性,4,2999,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,6,5096,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,11457,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,2,50275,1,0,地方,1,複数,送付あり,1,0,0
男性,2,7098,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,6,14266,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,10,3825,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,10,53440,1,0,都会,1,複数,送付なし,1,0,0
男性,1,61311,1,0,郊外,1,複数,送付なし,1,0,0
男性,5,16420,1,0,都会,1,ウェブ,送付なし,1,0,0
女性,5,41672,0,1,都会,0,複数,送付あり,1,0,0
女性,4,2999,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,10,20766,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,10,8679,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,6975,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,9387,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,3,2999,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,3,19855,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,4,109408,0,1,地方,1,複数,送付あり,0,0,0
男性,2,2999,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,9,4631,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,1,36382,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,5,54454,1,1,地方,1,複数,送付なし,0,0,0
女性,9,10549,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,68934,1,0,都会,1,複数,送付あり,0,0,0
女性,11,24674,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,9,45731,1,1,地方,0,複数,送付なし,0,0,0
男性,3,11250,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,7,28824,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,3,8233,0,1,都会,0,スマートフォン,送付なし,1,0,0
男性,1,24287,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,6,38615,0,1,郊外,0,複数,送付なし,0,0,0
女性,2,27317,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,3,37063,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,8,36691,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,3,29023,1,0,都会,1,複数,送付あり,0,0,0
男性,8,2999,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,17250,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,1,2999,0,1,郊外,0,スマートフォン,送付なし,1,1,3465
男性,6,67060,1,0,郊外,1,スマートフォン,送付なし,1,0,0
男性,8,32489,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,4,32211,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,1,11909,0,1,都会,0,スマートフォン,送付なし,1,0,0
女性,8,26189,1,1,都会,0,スマートフォン,送付なし,0,0,0
女性,4,16233,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,1,42903,1,0,郊外,1,複数,送付なし,1,0,0
男性,1,24022,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,4,4065,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,4,127347,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,4,40541,0,1,郊外,0,複数,送付あり,1,0,0
男性,2,93466,1,1,郊外,1,ウェブ,送付あり,0,0,0
男性,5,23542,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,9,7306,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,6,3297,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,1,41155,1,0,都会,1,スマートフォン,送付あり,1,0,0
女性,6,20048,1,1,郊外,0,複数,送付あり,1,0,0
女性,5,3247,0,1,都会,1,ウェブ,送付なし,1,0,0
女性,2,55383,1,1,郊外,1,複数,送付なし,1,0,0
男性,11,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,4,7858,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,6,23217,1,0,地方,0,スマートフォン,送付あり,1,0,0
男性,1,66087,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,2,69464,1,1,都会,1,複数,送付あり,0,0,0
男性,9,32493,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,12,9119,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,4766,0,1,地方,1,スマートフォン,送付なし,0,0,0
女性,2,3521,1,0,地方,1,ウェブ,送付なし,1,0,0
男性,6,12849,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,11,25831,1,1,地方,1,ウェブ,送付なし,0,0,0
男性,2,27398,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,2,41423,1,1,都会,1,複数,送付なし,0,0,0
男性,1,16608,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,1,55710,0,1,都会,1,複数,送付なし,1,0,0
女性,8,32164,0,1,都会,0,複数,送付なし,0,0,0
男性,3,5815,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,5656,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,5,8410,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,1,44316,0,1,郊外,0,複数,送付あり,1,0,0
女性,3,4996,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,2,22165,1,0,郊外,1,スマートフォン,送付なし,1,0,0
男性,10,8281,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,5,20118,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,10,6311,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,5,21490,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,1,47609,1,0,地方,0,複数,送付なし,1,0,0
男性,4,41706,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,8,8822,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,9,31033,1,1,都会,0,スマートフォン,送付あり,1,0,0
女性,9,26538,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,7,27585,1,0,地方,0,スマートフォン,送付あり,1,0,0
女性,11,41641,1,0,都会,0,複数,送付あり,1,0,0
女性,6,18196,1,0,都会,0,ウェブ,送付なし,1,0,0
女性,5,19688,0,1,地方,1,スマートフォン,送付あり,0,0,0
女性,5,26111,0,1,郊外,1,複数,送付あり,1,0,0
女性,11,10305,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,6,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,2,14866,0,1,地方,0,ウェブ,送付なし,0,0,0
男性,11,2999,0,1,地方,1,スマートフォン,送付あり,0,0,0
男性,3,61620,1,1,郊外,1,複数,送付あり,1,0,0
男性,9,2999,1,0,郊外,1,スマートフォン,送付なし,0,0,0
女性,6,5829,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,10,10656,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,7,5174,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,29368,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,1,64530,1,0,郊外,1,複数,送付あり,1,0,0
男性,1,21379,0,1,地方,1,スマートフォン,送付なし,1,0,0
女性,2,9210,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,1,28549,1,1,地方,1,複数,送付あり,0,0,0
女性,6,16005,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,2,2999,0,1,都会,0,ウェブ,送付なし,1,0,0
女性,1,29372,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,8,3032,1,0,地方,1,スマートフォン,送付なし,0,0,0
男性,3,14228,1,0,都会,1,スマートフォン,送付なし,1,0,0
女性,1,64121,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,5,5246,0,1,都会,1,スマートフォン,送付なし,0,0,0
男性,2,7493,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,9,22859,0,1,郊外,0,ウェブ,送付あり,1,1,4414
男性,1,2999,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,10,12664,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,7,9031,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,1,8804,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,9,11086,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,2,34511,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,4,97098,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,4,24900,0,1,地方,0,複数,送付あり,1,0,0
女性,7,21494,0,1,地方,1,複数,送付なし,0,0,0
女性,6,65820,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,1,19522,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,8,29024,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,7,81670,1,1,郊外,1,複数,送付なし,0,0,0
女性,8,15382,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,4,5741,0,1,都会,1,ウェブ,送付あり,1,0,0
男性,1,15482,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,3,5531,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,1,31033,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,5,77771,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,1,2999,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,5,37262,0,1,都会,1,複数,送付なし,1,0,0
男性,11,18444,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,12,2999,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,73115,1,1,郊外,1,ウェブ,送付あり,1,0,0
女性,4,31875,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,10,4965,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,11,5809,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,9,4838,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,5,10449,0,1,郊外,1,ウェブ,送付あり,1,0,0
女性,2,22511,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,3,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,10,4340,1,0,都会,1,ウェブ,送付なし,1,0,0
男性,2,18648,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,7,10660,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,7,42861,1,0,郊外,0,複数,送付あり,1,0,0
男性,1,14199,1,0,地方,1,ウェブ,送付あり,1,0,0
男性,4,9901,0,1,郊外,0,スマートフォン,送付なし,1,0,0
女性,11,2999,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,2,12047,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,11,11521,0,1,都会,1,スマートフォン,送付なし,0,0,0
男性,4,27445,0,1,都会,1,複数,送付あり,0,0,0
女性,5,2999,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,2,22095,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,4,42691,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,3,2999,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,10,2999,0,1,地方,1,ウェブ,送付なし,0,0,0
女性,4,18905,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,2,50975,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,5,18667,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,2,12307,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,10,2999,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,9654,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,10,3056,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,1,40095,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,1,17188,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,10,3221,0,1,地方,1,ウェブ,送付なし,1,0,0
男性,6,20889,1,0,都会,0,複数,送付あり,1,0,0
男性,4,18414,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,10,44923,0,1,都会,0,複数,送付なし,0,0,0
女性,5,15604,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,4,6876,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,10190,0,1,地方,0,ウェブ,送付なし,0,0,0
女性,11,5068,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,1,2999,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,3,10290,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,6,6152,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,21117,1,0,地方,1,複数,送付なし,0,0,0
女性,2,55998,1,1,地方,1,スマートフォン,送付なし,1,0,0
男性,10,14576,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,10,25434,1,1,都会,0,スマートフォン,送付なし,1,0,0
女性,10,37085,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,2,41735,0,1,郊外,0,ウェブ,送付なし,1,0,0
女性,4,6656,1,0,地方,0,ウェブ,送付なし,0,0,0
女性,8,11143,1,0,郊外,0,スマートフォン,送付なし,1,0,0
男性,1,25477,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,11,9660,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,2,20205,1,0,地方,1,スマートフォン,送付なし,0,0,0
男性,11,6382,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,9,31792,1,1,地方,0,ウェブ,送付あり,1,0,0
女性,1,55128,1,0,郊外,1,スマートフォン,送付なし,1,0,0
男性,7,11170,0,1,都会,1,スマートフォン,送付なし,0,0,0
男性,5,26910,1,1,都会,0,スマートフォン,送付あり,1,0,0
男性,9,11015,0,1,地方,1,ウェブ,送付あり,0,0,0
女性,3,19048,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,4,61527,1,1,都会,1,複数,送付あり,1,0,0
男性,10,29954,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,3,15497,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,10,20984,1,1,都会,0,スマートフォン,送付なし,1,0,0
男性,10,32108,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,3,21953,1,1,郊外,0,ウェブ,送付なし,0,0,0
男性,9,20117,1,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,26473,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,10,8203,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,10,19117,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,5,9822,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,8,37731,1,1,都会,0,複数,送付あり,1,0,0
女性,2,2999,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,4,36678,1,1,地方,0,スマートフォン,送付あり,1,0,0
女性,1,22135,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,11,3281,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,5,2999,0,1,地方,0,スマートフォン,送付なし,1,0,0
女性,2,33860,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,2,9484,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,7,2999,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,3,18286,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,3,81141,1,1,地方,1,複数,送付あり,0,0,0
男性,11,6408,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,2,84310,1,1,地方,1,スマートフォン,送付なし,1,0,0
女性,4,2999,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,1,55840,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,1,6581,1,0,郊外,1,ウェブ,送付あり,1,0,0
女性,4,56585,0,1,郊外,1,複数,送付あり,1,0,0
女性,1,19565,1,0,郊外,0,ウェブ,送付なし,1,0,0
女性,4,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,7436,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,4,12121,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,10,3704,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,10,21415,1,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,16391,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,11,14663,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,5,6225,1,0,地方,1,スマートフォン,送付あり,0,0,0
女性,5,102234,1,1,郊外,1,スマートフォン,送付なし,1,0,0
男性,9,66612,1,0,地方,1,複数,送付あり,0,0,0
男性,2,130572,1,1,都会,1,ウェブ,送付あり,0,0,0
男性,4,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,1,120374,0,1,郊外,1,複数,送付あり,1,0,0
女性,10,58140,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,3,69380,1,1,地方,1,ウェブ,送付なし,1,0,0
男性,12,26227,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,8,11489,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,4,5094,1,0,郊外,1,ウェブ,送付あり,1,0,0
男性,11,8765,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,1,34797,1,1,地方,1,スマートフォン,送付あり,0,0,0
男性,2,20160,1,0,郊外,0,複数,送付あり,1,0,0
女性,1,2999,0,1,郊外,0,ウェブ,送付なし,1,0,0
女性,6,23307,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,9,5158,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,1,11250,1,0,郊外,1,ウェブ,送付なし,1,0,0
男性,6,4180,0,1,都会,0,スマートフォン,送付なし,1,0,0
女性,5,17759,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,6,30182,1,0,郊外,0,ウェブ,送付なし,1,0,0
女性,1,77773,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,1,105541,1,1,地方,1,スマートフォン,送付なし,1,0,0
男性,2,7105,1,0,都会,0,スマートフォン,送付あり,1,1,6081
男性,10,37623,1,0,都会,0,スマートフォン,送付なし,0,0,0
女性,2,82782,1,1,郊外,1,複数,送付あり,1,0,0
男性,7,26057,0,1,都会,0,ウェブ,送付なし,1,0,0
女性,12,22766,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,1,20561,1,1,都会,1,スマートフォン,送付なし,0,0,0
女性,6,6434,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,8,19275,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,9,43659,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,2,2999,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,5,23350,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,11,2999,1,0,地方,0,スマートフォン,送付あり,1,0,0
女性,10,20329,1,1,郊外,0,ウェブ,送付あり,1,0,0
男性,9,78947,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,9,27310,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,4,49475,1,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,10,3551,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,10,9787,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,8,30243,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,9,25807,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,1,154224,1,0,郊外,1,複数,送付なし,1,0,0
男性,10,23370,1,1,都会,1,スマートフォン,送付あり,0,0,0
女性,5,2999,1,0,都会,0,スマートフォン,送付なし,1,0,0
男性,12,2999,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,12,30277,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,4,48210,1,1,郊外,0,複数,送付あり,1,0,0
女性,11,17950,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,3,68077,1,1,地方,1,スマートフォン,送付なし,0,0,0
男性,10,37436,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,9,7877,1,0,地方,0,スマートフォン,送付あり,1,0,0
女性,11,7341,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,2,6308,0,1,地方,1,ウェブ,送付なし,0,0,0
女性,5,37771,0,1,郊外,0,複数,送付あり,1,0,0
男性,2,2999,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,10,26364,1,1,郊外,0,複数,送付なし,1,0,0
男性,2,49647,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,9,72588,0,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,2,2999,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,3,32947,1,1,都会,0,ウェブ,送付あり,1,0,0
男性,7,41268,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,7,13107,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,10,29169,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,7,4698,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,11,23959,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,1,46526,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,9,18056,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,2,6351,1,0,都会,1,ウェブ,送付あり,1,0,0
女性,6,3754,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,10,2999,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,1,30682,1,1,都会,0,複数,送付なし,0,0,0
女性,6,21357,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,1,18783,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,1,12215,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,7,13325,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,4,25602,1,1,郊外,1,ウェブ,送付あり,1,0,0
女性,6,20156,1,0,郊外,1,複数,送付あり,0,0,0
男性,8,2999,0,1,都会,0,スマートフォン,送付なし,1,0,0
男性,3,64039,1,0,都会,1,スマートフォン,送付なし,1,0,0
